policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-021544,2022-06-26 0:01,3,021544-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021545,2022-05-29 0:01,2,021545-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021545,2022-05-29 0:01,3,021545-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021550,2022-06-01 0:01,2,021550-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021553,2022-05-30 0:01,2,021553-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021553,2022-05-30 0:01,3,021553-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021554,2022-06-08 0:01,2,021554-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021554,2022-06-08 0:01,4,021554-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021555,2022-06-01 0:01,21,021555-21-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021555,2022-06-01 0:01,22,021555-22-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021556,2022-05-31 0:01,4,021556-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021557,2022-05-31 0:01,6,021557-6-2,2,5,Edmonton,1A,1000000,0,0,1,
A00-021559,2022-05-31 0:01,9,021559-9-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021559,2022-05-31 0:01,12,021559-12-1,1,9,Edmonton,1A,1000000,2,0,0,
A00-021561,2022-06-01 0:01,7,021561-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021569,2022-06-04 0:01,1,021569-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021569,2022-06-04 0:01,2,021569-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021572,2022-06-06 0:01,2,021572-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-021572,2022-06-06 0:01,4,021572-4-1,1,3,Edmonton,1A,2000000,0,0,0,
A00-021572,2022-06-06 0:01,6,021572-6-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-021576,2022-06-05 0:01,2,021576-2-1,1,2,Rest of Alberta,3,1000000,0,0,1,
A00-021580,2022-06-06 0:01,8,021580-8-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-021582,2022-06-06 0:01,3,021582-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-021582,2022-06-06 0:01,4,021582-4-1,1,9,Edmonton,1A,0,0,0,0,
A00-021586,2022-06-07 0:01,3,021586-3-1,1,6,Edmonton,1A,1000000,0,0,1,
A00-021587,2022-06-07 0:01,13,021587-13-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-021588,2022-06-08 0:01,3,021588-3-1,1,4,Calgary,1,1000000,0,0,0,
A00-021588,2022-06-08 0:01,3,021588-3-5,5,1,Calgary,1,1000000,0,0,0,
A00-021589,2022-06-08 0:01,4,021589-4-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-021589,2022-06-08 0:01,6,021589-6-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-021589,2022-06-08 0:01,7,021589-7-2,2,5,Edmonton,1A,1000000,0,0,1,
A00-021590,2022-06-08 0:01,5,021590-5-2,2,6,Edmonton,1A,1000000,3,0,0,
A00-021593,2022-06-08 0:01,4,021593-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021596,2022-06-08 0:01,7,021596-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021600,2022-06-11 0:01,1,021600-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021601,2022-06-11 0:01,3,021601-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021601,2022-06-11 0:01,4,021601-4-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021602,2022-06-12 0:01,5,021602-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-021604,2022-06-23 0:01,8,021604-8-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-021607,2022-06-13 0:01,1,021607-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021607,2022-06-13 0:01,2,021607-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021609,2022-06-13 0:01,9,021609-9-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021615,2022-06-13 0:01,8,021615-8-1,1,2,Edmonton,1A,1000000,0,0,2,
A00-021615,2022-06-13 0:01,9,021615-9-1,1,2,Edmonton,1A,1000000,0,0,2,
A00-021616,2022-06-13 0:01,4,021616-4-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021616,2022-06-13 0:01,6,021616-6-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021620,2022-06-17 0:01,4,021620-4-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021621,2022-06-15 0:01,3,021621-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021621,2022-06-15 0:01,4,021621-4-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-021623,2022-06-27 0:01,5,021623-5-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-021624,2022-06-16 0:01,3,021624-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021627,2022-06-18 0:01,1,021627-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021627,2022-06-18 0:01,2,021627-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-021633,2022-06-19 0:01,3,021633-3-66,66,9,Edmonton,1A,0,1,0,0,
A00-021633,2022-06-19 0:01,8,021633-8-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-021635,2022-06-19 0:01,20,021635-20-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021635,2022-06-19 0:01,22,021635-22-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021639,2022-06-20 0:01,4,021639-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021641,2022-06-20 0:01,4,021641-4-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021641,2022-06-20 0:01,4,021641-4-5,5,4,Edmonton,1A,1000000,0,0,0,
A00-021641,2022-06-20 0:01,5,021641-5-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021643,2022-06-20 0:01,3,021643-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021643,2022-06-20 0:01,6,021643-6-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021643,2022-06-20 0:01,7,021643-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021646,2022-06-22 0:01,9,021646-9-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021646,2022-06-22 0:01,10,021646-10-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021646,2022-06-22 0:01,11,021646-11-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021652,2022-07-17 0:01,3,021652-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021653,2022-06-25 0:01,6,021653-6-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-021656,2022-06-25 0:01,1,021656-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021658,2022-06-25 0:01,12,021658-12-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021659,2022-06-25 0:01,3,021659-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021661,2022-06-26 0:01,1,021661-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-021663,2022-06-26 0:01,15,021663-15-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021663,2022-06-26 0:01,20,021663-20-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021663,2022-06-26 0:01,22,021663-22-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021665,2022-06-26 0:01,1,021665-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021668,2022-08-01 0:01,6,021668-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021670,2022-06-27 0:01,5,021670-5-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021674,2022-06-28 0:01,13,021674-13-1,1,9,Northern Region,2,1000000,0,0,1,
A00-021674,2022-06-28 0:01,17,021674-17-1,1,9,Northern Region,2,1000000,0,0,1,
A00-021674,2022-06-28 0:01,18,021674-18-1,1,9,Northern Region,2,1000000,0,0,0,
A00-021675,2022-06-28 0:01,3,021675-3-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021675,2022-06-28 0:01,5,021675-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021676,2022-06-28 0:01,3,021676-3-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-021679,2022-06-28 0:01,2,021679-2-1,1,9,Northern Region,2,1000000,0,0,0,
A00-021680,2022-06-28 0:01,2,021680-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021686,2022-06-29 0:01,3,021686-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021687,2022-06-29 0:01,3,021687-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021688,2022-06-29 0:01,6,021688-6-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-021691,2022-06-29 0:01,2,021691-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021692,2022-06-29 0:01,4,021692-4-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-021692,2022-06-29 0:01,5,021692-5-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021698,2022-07-03 0:01,8,021698-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021701,2022-07-05 0:01,2,021701-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021701,2022-07-05 0:01,4,021701-4-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021702,2022-07-05 0:01,10,021702-10-12,12,5,Edmonton,1A,1000000,0,0,0,
A00-021702,2022-07-05 0:01,13,021702-13-2,2,2,Edmonton,1A,1000000,0,0,1,
A00-021705,2022-07-05 0:01,2,021705-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021708,2022-07-07 0:01,1,021708-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021709,2022-07-06 0:01,2,021709-2-1,1,8,Rest of Alberta,3,1000000,0,0,0,
A00-021711,2022-07-06 0:01,2,021711-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021713,2022-07-06 0:01,5,021713-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021714,2022-07-06 0:01,9,021714-9-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-021714,2022-07-06 0:01,12,021714-12-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021714,2022-07-06 0:01,15,021714-15-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021716,2022-07-09 0:01,5,021716-5-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021717,2022-07-09 0:01,7,021717-7-1,1,8,Rest of Alberta,3,1000000,2,0,0,
A00-021717,2022-07-09 0:01,8,021717-8-1,1,8,Rest of Alberta,3,1000000,2,0,0,
A00-021718,2022-07-09 0:01,1,021718-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021718,2022-07-09 0:01,3,021718-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021720,2022-07-09 0:01,2,021720-2-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-021721,2022-07-09 0:01,2,021721-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021721,2022-07-09 0:01,3,021721-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021724,2022-07-10 0:01,3,021724-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021726,2022-07-10 0:01,2,021726-2-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-021727,2022-07-13 0:01,1,021727-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-021730,2022-07-11 0:01,6,021730-6-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-021731,2022-07-11 0:01,3,021731-3-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021740,2022-07-12 0:01,3,021740-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021740,2022-07-12 0:01,6,021740-6-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021740,2022-07-12 0:01,7,021740-7-3,3,6,Edmonton,1A,1000000,0,0,0,
A00-021741,2022-07-26 0:01,1,021741-1-5,5,1,Edmonton,1A,1000000,0,0,0,
A00-021741,2022-07-26 0:01,1,021741-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-021748,2022-07-13 0:01,1,021748-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021750,2022-07-13 0:01,3,021750-3-2,2,9,Calgary,1,1000000,0,0,0,
A00-021751,2022-07-13 0:01,6,021751-6-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021751,2022-07-13 0:01,7,021751-7-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021751,2022-07-13 0:01,9,021751-9-1,1,4,Rest of Alberta,3,1000000,0,0,0,
A00-021752,2022-07-13 0:01,2,021752-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021756,2022-07-14 0:01,1,021756-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-021756,2022-07-14 0:01,2,021756-2-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-021757,2022-07-16 0:01,2,021757-2-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-021757,2022-07-16 0:01,6,021757-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021759,2022-07-16 0:01,5,021759-5-1,1,0,Edmonton,1A,1000000,0,0,0,
A00-021763,2022-07-17 0:01,12,021763-12-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021763,2022-07-17 0:01,13,021763-13-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021768,2022-07-18 0:01,2,021768-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021769,2022-07-18 0:01,2,021769-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021771,2022-07-18 0:01,3,021771-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021771,2022-07-18 0:01,4,021771-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021771,2022-07-18 0:01,5,021771-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021780,2022-07-21 0:01,4,021780-4-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-021780,2022-07-21 0:01,7,021780-7-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-021780,2022-07-21 0:01,8,021780-8-7,7,9,Rest of Alberta,3,2000000,0,0,0,
A00-021782,2022-07-20 0:01,2,021782-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021782,2022-07-20 0:01,3,021782-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021785,2022-07-20 0:01,2,021785-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-021786,2022-07-20 0:01,11,021786-11-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021786,2022-07-20 0:01,13,021786-13-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021790,2022-07-23 0:01,7,021790-7-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-021793,2022-07-23 0:01,3,021793-3-19,19,4,Edmonton,1A,1000000,0,0,1,
A00-021793,2022-07-23 0:01,4,021793-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021793,2022-07-23 0:01,4,021793-4-5,5,3,Edmonton,1A,1000000,0,0,0,
A00-021793,2022-07-23 0:01,6,021793-6-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021795,2022-07-25 0:01,1,021795-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021798,2022-07-27 0:01,4,021798-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021800,2022-07-24 0:01,3,021800-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021802,2022-07-24 0:01,5,021802-5-3,3,9,Edmonton,1A,1000000,0,0,0,
A00-021803,2022-07-25 0:01,1,021803-1-1,1,4,Edmonton,1A,1000000,1,0,0,
A00-021811,2022-07-27 0:01,4,021811-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021821,2022-07-27 0:01,4,021821-4-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021821,2022-07-27 0:01,6,021821-6-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021822,2022-07-30 0:01,4,021822-4-1,1,9,Calgary,1,1000000,0,0,0,
A00-021823,2022-07-30 0:01,5,021823-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021825,2022-07-30 0:01,1,021825-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021828,2022-07-31 0:01,7,021828-7-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021830,2022-07-31 0:01,5,021830-5-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021830,2022-07-31 0:01,9,021830-9-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021830,2022-07-31 0:01,10,021830-10-66,66,9,Edmonton,1A,1000000,0,0,0,
A00-021834,2022-08-02 0:01,6,021834-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021835,2022-08-12 0:01,4,021835-4-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-021839,2022-08-02 0:01,4,021839-4-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021839,2022-08-02 0:01,6,021839-6-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021840,2022-08-02 0:01,9,021840-9-3,3,9,Edmonton,1A,2000000,0,0,0,
A00-021840,2022-08-02 0:01,10,021840-10-6,6,2,Edmonton,1A,2000000,0,0,1,
A00-021840,2022-08-02 0:01,10,021840-10-3,3,9,Edmonton,1A,2000000,0,0,0,
A00-021841,2022-08-02 0:01,5,021841-5-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021842,2022-08-03 0:01,5,021842-5-2,2,9,Calgary,1,0,0,0,0,
A00-021846,2022-08-03 0:01,1,021846-1-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-021849,2022-08-03 0:01,3,021849-3-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-021849,2022-08-03 0:01,5,021849-5-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021851,2022-08-18 0:01,4,021851-4-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-021852,2022-08-07 0:01,2,021852-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021855,2022-08-07 0:01,1,021855-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-021855,2022-08-07 0:01,2,021855-2-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-021856,2022-08-07 0:01,3,021856-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-021858,2022-08-08 0:01,1,021858-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021858,2022-08-08 0:01,3,021858-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021860,2022-08-19 0:01,3,021860-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-021862,2022-08-09 0:01,3,021862-3-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-021863,2022-08-09 0:01,2,021863-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-021867,2022-08-15 0:01,4,021867-4-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-021868,2022-08-10 0:01,2,021868-2-1,1,9,Edmonton,1A,1000000,2,0,0,
A00-021868,2022-08-10 0:01,6,021868-6-1,1,9,Edmonton,1A,1000000,2,0,0,
A00-021870,2022-08-14 0:01,1,021870-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021870,2022-08-14 0:01,2,021870-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021881,2022-08-14 0:01,6,021881-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021881,2022-08-14 0:01,8,021881-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021885,2022-08-15 0:01,6,021885-6-1,1,9,Calgary,1,1000000,0,0,0,
A00-021889,2022-08-15 0:01,1,021889-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021893,2022-08-15 0:01,5,021893-5-7,7,9,Calgary,1,1000000,1,0,0,
A00-021893,2022-08-15 0:01,8,021893-8-2,2,9,Calgary,1,1000000,0,0,0,
A00-021894,2022-08-16 0:01,10,021894-10-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-021896,2022-08-16 0:01,12,021896-12-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021896,2022-08-16 0:01,13,021896-13-1,1,9,Edmonton,1A,0,0,0,0,
A00-021897,2022-08-16 0:01,26,021897-26-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021897,2022-08-16 0:01,32,021897-32-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021898,2022-08-16 0:01,3,021898-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021898,2022-08-16 0:01,4,021898-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021899,2022-08-20 0:01,15,021899-15-1,1,9,Edmonton,1A,2000000,1,0,0,
A00-021899,2022-08-20 0:01,16,021899-16-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-021901,2022-08-17 0:01,4,021901-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021902,2022-08-17 0:01,6,021902-6-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-021902,2022-08-17 0:01,7,021902-7-12,12,3,Edmonton,1A,1000000,0,0,0,
A00-021902,2022-08-17 0:01,8,021902-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021903,2022-08-17 0:01,3,021903-3-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-021904,2022-08-17 0:01,3,021904-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-021906,2022-08-17 0:01,6,021906-6-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-021909,2022-08-20 0:01,3,021909-3-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021909,2022-08-20 0:01,4,021909-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021912,2022-08-20 0:01,3,021912-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-021913,2022-08-20 0:01,2,021913-2-18,18,3,Edmonton,1A,1000000,0,0,0,
A00-021913,2022-08-20 0:01,5,021913-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021914,2022-08-20 0:01,2,021914-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021915,2022-09-01 0:01,2,021915-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021915,2022-09-01 0:01,4,021915-4-2,2,9,Edmonton,1A,0,0,0,0,
A00-021919,2022-08-21 0:01,3,021919-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-021919,2022-08-21 0:01,4,021919-4-1,1,4,Calgary,1,1000000,0,0,0,
A00-021920,2022-08-29 0:01,2,021920-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021920,2022-08-29 0:01,6,021920-6-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-021921,2022-08-21 0:01,4,021921-4-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-021922,2022-08-21 0:01,1,021922-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021922,2022-08-21 0:01,3,021922-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021929,2022-08-23 0:01,3,021929-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021929,2022-08-23 0:01,4,021929-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021930,2022-08-23 0:01,2,021930-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-021935,2022-08-24 0:01,11,021935-11-7,7,9,Edmonton,1A,2000000,0,0,0,
A00-021936,2022-08-24 0:01,8,021936-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021938,2022-08-24 0:01,4,021938-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021939,2022-08-24 0:01,1,021939-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021939,2022-08-24 0:01,4,021939-4-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-021942,2022-08-27 0:01,4,021942-4-19,19,2,Edmonton,1A,2000000,0,0,1,
A00-021942,2022-08-27 0:01,5,021942-5-13,13,6,Edmonton,1A,2000000,0,0,0,
A00-021942,2022-08-27 0:01,6,021942-6-3,3,9,Edmonton,1A,2000000,0,0,0,
A00-021942,2022-08-27 0:01,8,021942-8-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-021943,2022-09-01 0:01,2,021943-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021946,2022-09-01 0:01,4,021946-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021947,2022-08-28 0:01,3,021947-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021951,2022-08-28 0:01,2,021951-2-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-021954,2022-08-29 0:01,6,021954-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021959,2022-08-29 0:01,10,021959-10-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021959,2022-08-29 0:01,11,021959-11-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021960,2022-08-29 0:01,2,021960-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021960,2022-08-29 0:01,3,021960-3-19,19,6,Edmonton,1A,1000000,0,0,0,
A00-021960,2022-08-29 0:01,4,021960-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021964,2022-08-30 0:01,2,021964-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021969,2022-08-31 0:01,7,021969-7-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-021969,2022-08-31 0:01,8,021969-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021971,2022-08-31 0:01,4,021971-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021971,2022-08-31 0:01,5,021971-5-1,1,9,Edmonton,1A,0,0,0,0,
A00-021976,2022-08-31 0:01,1,021976-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-021978,2022-08-31 0:01,10,021978-10-1,1,9,Rest of Alberta,3,2000000,1,0,0,
A00-021978,2022-08-31 0:01,11,021978-11-1,1,8,Rest of Alberta,3,2000000,0,0,0,
A00-021978,2022-08-31 0:01,12,021978-12-2,2,9,Rest of Alberta,3,2000000,1,0,0,
A00-021983,2022-09-04 0:01,6,021983-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021983,2022-09-04 0:01,7,021983-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021983,2022-09-04 0:01,8,021983-8-18,18,1,Edmonton,1A,1000000,0,0,0,
A00-021983,2022-09-04 0:01,9,021983-9-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-021987,2022-09-04 0:01,2,021987-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021988,2022-09-05 0:01,2,021988-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021991,2022-09-05 0:01,4,021991-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021996,2022-09-08 0:01,1,021996-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021996,2022-09-08 0:01,2,021996-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-021997,2022-09-19 0:01,1,021997-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021997,2022-09-19 0:01,2,021997-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-021998,2022-09-06 0:01,4,021998-4-2,2,9,Edmonton,1A,1000000,0,0,0,
